collection_extract,ALOUETTE_RIVER,ASHLU_CREEK,ATNARKO_RIVER,BABINE_RIVER-SECTIONS_1_TO_3,BEDWELL_RIVER,BLIND_CREEK,BOWRON_RIVER,BRIDGE_RIVER,BULKLEY_RIVER-UPPER,BURMAN_RIVER,CARIBOO_RIVER-UPPER,CHEAKAMUS_RIVER,CHEHALIS_RIVER_summer,CHEMAINUS_RIVER,CHILAKO_RIVER,CHILKO_RIVER,CHILCOTIN_RIVER,CHILCOTIN_RIVER-UPPER,CHILLIWACK_RIVER_fall,CHILLIWACK_RIVER_summer,CHUCKWALLA_RIVER,COLDWATER_RIVER,CONUMA_RIVER,COQUITLAM_RIVER,COTTONWOOD_RIVER_LOWER,COWICHAN_RIVER,CYPRE_RIVER,DEADMAN_RIVER,ENDAKO_RIVER,FULTON_RIVER,GOLD_RIVER,GOLDSTREAM_RIVER,GOODSPEED_RIVER,GU2,GU4a,GU6b,GU6c,HARRISON_RIVER,HORSEFLY_RIVER,INDIANPOINT_CREEK,KENNEDY_RIVER-LOWER,KILBELLA_RIVER,KITIMAT_RIVER,KITSUMKALUM_RIVER-LOWER,KLOIYA_RIVER,KOKISH_RIVER,LANG_CREEK,LEINER_RIVER,LITTLE_CAMPBELL_RIVER,LITTLE_QUALICUM_RIVER,MAMQUAM_RIVER,MARBLE_RIVER,MARIA_SLOUGH,MCGREGOR_RIVER,MORKILL_RIVER,NAHATLATCH_RIVER,NAHMINT_RIVER,NANAIMO_RIVER_fall,NANAIMO_RIVER_summer,NAZKO_RIVER,NECHAKO_RIVER,NICOLA_RIVER,NICOMEKL_RIVER,NIMPKISH_RIVER,NITINAT_RIVER,NOOSGULCH_RIVER,NUSATSUM_RIVER,OKANAGAN_RIVER,OYSTER_RIVER,PHILLIPS_RIVER,PORTAGE_CREEK,PORTEAU_COVE,PUNTLEDGE_RIVER,PUNTLEDGE_RIVER_fall,QUALICUM_RIVER,QUESNEL_RIVER,QUINSAM_RIVER,ROBERTSON_CREEK,SALLOOMT_RIVER,SALMON_RIVER,SALMON_RIVER_JNST,SALMON_RIVER_SOTH,SAN_JUAN_RIVER,SARITA_RIVER,SERPENTINE_RIVER,SHOVELNOSE_CREEK,SHUSWAP_RIVER-LOWER,SHUSWAP_RIVER-MIDDLE,SLIAMMON_CREEK,SLIM_CREEK,SOOKE_RIVER,SOUTHGATE_RIVER,SPIUS_CREEK,STAVE_RIVER,SUCWOA_RIVER,SWIFT_CREEK,TAHSIS_RIVER,TAHSISH_RIVER,TATCHUN_RIVER,TETE_JAUNE,THORNTON_CREEK,TLUPANA_RIVER,TOQUART_RIVER,TORPY_RIVER,TRANQUIL_CREEK,WANNOCK_RIVER,WEST_ROAD_BLACKWATER_RIVER,WILLOW_RIVER,WOSS_RIVER,YAKOUN_RIVER,YUKON_RIVER@WHITEHORSE
2015_F_brood,0.00000,1.00000,484.00000,0.00000,10.00000,0.00000,0.00000,0.00000,14.00000,104.00000,0.00000,31.00000,82.00000,12.00000,0.00000,32.00000,0.00000,0.00000,647.00000,127.00000,2.00000,17.00000,858.00000,29.00000,0.00000,241.00000,25.00000,0.00000,0.00000,0.00000,19.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,127.00000,0.00000,0.00000,58.00000,6.00000,243.00000,51.00000,0.00000,0.00000,206.00000,47.00000,10.00000,560.00000,8.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19.00000,76.00000,29.00000,0.00000,0.00000,54.00000,0.00000,0.00000,1196.00000,0.00000,4.00000,0.00000,15.00000,29.00000,0.00000,0.00000,90.00000,392.00000,755.00000,1.00000,700.00000,2201.00000,9.00000,0.00000,0.00000,24.00000,68.00000,103.00000,81.00000,10.00000,130.00000,54.00000,9.00000,0.00000,85.00000,0.00000,30.00000,0.00000,0.00000,0.00000,14.00000,0.00000,0.00000,0.00000,97.00000,0.00000,10.00000,0.00000,0.00000,53.00000,0.00000,0.00000,79.00000,25.00000,40.00000
2015_F_extract,0.00000,0.00000,504.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,104.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000,0.00000,0.00000,647.00000,0.00000,0.00000,17.00000,0.00000,0.00000,0.00000,247.00000,0.00000,0.00000,0.00000,0.00000,6.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,128.00000,0.00000,0.00000,0.00000,0.00000,0.00000,46.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000,0.00000,0.00000,0.00000,0.00000,56.00000,0.00000,0.00000,100.00000,0.00000,0.00000,0.00000,0.00000,29.00000,0.00000,0.00000,88.00000,392.00000,774.00000,0.00000,694.00000,2301.00000,0.00000,0.00000,0.00000,0.00000,0.00000,126.00000,0.00000,0.00000,124.00000,52.00000,0.00000,0.00000,0.00000,0.00000,30.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015_F_geno,0.00000,0.00000,427.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,103.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000,0.00000,0.00000,581.00000,0.00000,0.00000,17.00000,0.00000,0.00000,0.00000,241.00000,0.00000,0.00000,0.00000,0.00000,6.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,123.00000,0.00000,0.00000,0.00000,0.00000,0.00000,45.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,16.00000,0.00000,0.00000,0.00000,0.00000,54.00000,0.00000,0.00000,96.00000,0.00000,0.00000,0.00000,0.00000,29.00000,0.00000,0.00000,88.00000,389.00000,727.00000,0.00000,673.00000,2202.00000,0.00000,0.00000,0.00000,0.00000,0.00000,126.00000,0.00000,0.00000,123.00000,52.00000,0.00000,0.00000,0.00000,0.00000,30.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,40.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015_M_brood,0.00000,1.00000,521.00000,0.00000,10.00000,0.00000,0.00000,0.00000,40.00000,104.00000,0.00000,32.00000,82.00000,16.00000,0.00000,32.00000,0.00000,0.00000,653.00000,128.00000,7.00000,16.00000,858.00000,50.00000,0.00000,162.00000,25.00000,0.00000,0.00000,0.00000,20.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,127.00000,0.00000,0.00000,58.00000,10.00000,252.00000,0.00000,0.00000,0.00000,206.00000,79.00000,10.00000,654.00000,8.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000,79.00000,30.00000,0.00000,0.00000,65.00000,0.00000,0.00000,1236.00000,0.00000,4.00000,0.00000,16.00000,28.00000,0.00000,0.00000,74.00000,392.00000,773.00000,2.00000,623.00000,2167.00000,24.00000,0.00000,0.00000,25.00000,68.00000,103.00000,81.00000,11.00000,143.00000,55.00000,11.00000,0.00000,71.00000,0.00000,28.00000,0.00000,0.00000,0.00000,15.00000,0.00000,0.00000,0.00000,98.00000,0.00000,16.00000,0.00000,0.00000,58.00000,0.00000,0.00000,80.00000,25.00000,79.00000
2015_M_extract,0.00000,0.00000,518.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,145.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32.00000,0.00000,0.00000,750.00000,0.00000,0.00000,16.00000,15.00000,0.00000,0.00000,161.00000,0.00000,0.00000,0.00000,0.00000,59.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,117.00000,0.00000,0.00000,0.00000,0.00000,0.00000,93.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,41.00000,0.00000,0.00000,0.00000,0.00000,57.00000,0.00000,0.00000,197.00000,0.00000,0.00000,0.00000,0.00000,26.00000,0.00000,0.00000,94.00000,399.00000,930.00000,0.00000,714.00000,2408.00000,0.00000,0.00000,0.00000,0.00000,0.00000,159.00000,0.00000,0.00000,127.00000,55.00000,0.00000,0.00000,0.00000,0.00000,28.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,59.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015_M_geno,0.00000,0.00000,455.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,143.00000,0.00000,0.00000,0.00000,0.00000,0.00000,32.00000,0.00000,0.00000,732.00000,0.00000,0.00000,16.00000,15.00000,0.00000,0.00000,155.00000,0.00000,0.00000,0.00000,0.00000,59.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,117.00000,0.00000,0.00000,0.00000,0.00000,0.00000,92.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,36.00000,0.00000,0.00000,0.00000,0.00000,56.00000,0.00000,0.00000,189.00000,0.00000,0.00000,0.00000,0.00000,26.00000,0.00000,0.00000,86.00000,398.00000,877.00000,0.00000,691.00000,2376.00000,0.00000,0.00000,0.00000,0.00000,0.00000,158.00000,0.00000,0.00000,46.00000,53.00000,0.00000,0.00000,0.00000,0.00000,28.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,59.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2015_Tag_Rate,0.00000,0.00000,0.77047,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.99039,0.00000,0.00000,0.00000,0.00000,0.00000,0.93750,0.00000,0.00000,>1,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.95679,0.00000,0.00000,0.00000,0.00000,0.31579,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.89224,0.00000,0.00000,0.00000,0.00000,0.00000,1*,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.84211,0.00000,0.00000,0.00000,0.00000,0.86154,0.00000,0.00000,0.01227,0.00000,0.00000,0.00000,0.00000,0.92857,0.00000,0.00000,0.97778,0.99235,0.96291,0.00000,0.96143,>1,0.00000,0.00000,0.00000,0.00000,0.00000,>1,0.00000,0.00000,0.30436,0.92795,0.00000,0.00000,0.00000,0.00000,1.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.24826,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2016_F_brood,0.00000,2.00000,498.00000,0.00000,4.00000,0.00000,0.00000,0.00000,6.00000,99.00000,0.00000,27.00000,80.00000,6.00000,0.00000,26.00000,0.00000,0.00000,404.00000,143.00000,7.00000,32.00000,817.00000,0.00000,0.00000,202.00000,0.00000,0.00000,0.00000,0.00000,153.00000,2.00000,0.00000,0.00000,0.00000,0.00000,0.00000,104.00000,0.00000,0.00000,69.00000,4.00000,366.00000,50.00000,8.00000,0.00000,0.00000,66.00000,16.00000,520.00000,10.00000,195.00000,0.00000,0.00000,0.00000,0.00000,13.00000,51.00000,25.00000,0.00000,1.00000,57.00000,3.00000,0.00000,1301.00000,0.00000,4.00000,0.00000,10.00000,22.00000,0.00000,0.00000,42.00000,484.00000,819.00000,1.00000,810.00000,2337.00000,8.00000,0.00000,0.00000,3.00000,159.00000,102.00000,65.00000,6.00000,138.00000,50.00000,8.00000,0.00000,56.00000,0.00000,32.00000,0.00000,0.00000,0.00000,31.00000,0.00000,0.00000,0.00000,38.00000,0.00000,9.00000,0.00000,1.00000,38.00000,0.00000,0.00000,77.00000,24.00000,40.00000
2016_F_extract,0.00000,2.00000,490.00000,0.00000,6.00000,0.00000,0.00000,0.00000,17.00000,40.00000,0.00000,27.00000,0.00000,0.00000,0.00000,26.00000,0.00000,0.00000,664.00000,0.00000,8.00000,0.00000,50.00000,0.00000,0.00000,202.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,106.00000,0.00000,0.00000,0.00000,2.00000,369.00000,46.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.00000,0.00000,0.00000,0.00000,0.00000,57.00000,0.00000,50.00000,99.00000,0.00000,0.00000,0.00000,0.00000,23.00000,0.00000,0.00000,42.00000,474.00000,728.00000,0.00000,804.00000,2328.00000,0.00000,0.00000,0.00000,0.00000,0.00000,133.00000,0.00000,6.00000,130.00000,50.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,38.00000,0.00000,0.00000,0.00000,0.00000,23.00000,0.00000,0.00000,0.00000,24.00000,
2016_F_geno,0.00000,2.00000,375.00000,0.00000,6.00000,0.00000,0.00000,0.00000,15.00000,39.00000,0.00000,15.00000,0.00000,0.00000,0.00000,26.00000,0.00000,0.00000,596.00000,0.00000,3.00000,0.00000,0.00000,0.00000,0.00000,195.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,106.00000,0.00000,0.00000,0.00000,0.00000,336.00000,44.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,11.00000,0.00000,0.00000,0.00000,0.00000,0.00000,28.00000,0.00000,0.00000,0.00000,0.00000,54.00000,0.00000,46.00000,99.00000,0.00000,0.00000,0.00000,0.00000,23.00000,0.00000,0.00000,41.00000,445.00000,466.00000,0.00000,605.00000,2299.00000,0.00000,0.00000,0.00000,0.00000,0.00000,120.00000,0.00000,5.00000,127.00000,46.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,29.00000,0.00000,0.00000,0.00000,0.00000,23.00000,0.00000,0.00000,0.00000,24.00000,0.00000
2016_M_brood,0.00000,2.00000,516.00000,0.00000,4.00000,0.00000,0.00000,0.00000,21.00000,97.00000,0.00000,35.00000,80.00000,6.00000,0.00000,25.00000,0.00000,0.00000,404.00000,69.00000,10.00000,28.00000,817.00000,0.00000,0.00000,225.00000,0.00000,0.00000,0.00000,0.00000,161.00000,5.00000,0.00000,0.00000,0.00000,0.00000,0.00000,106.00000,0.00000,0.00000,43.00000,9.00000,370.00000,0.00000,9.00000,0.00000,0.00000,77.00000,40.00000,531.00000,12.00000,187.00000,0.00000,0.00000,0.00000,0.00000,18.00000,54.00000,26.00000,0.00000,2.00000,54.00000,4.00000,0.00000,1147.00000,0.00000,7.00000,0.00000,16.00000,22.00000,0.00000,0.00000,86.00000,484.00000,775.00000,2.00000,747.00000,2337.00000,11.00000,0.00000,0.00000,3.00000,159.00000,106.00000,65.00000,8.00000,155.00000,44.00000,7.00000,0.00000,32.00000,0.00000,14.00000,0.00000,0.00000,0.00000,74.00000,0.00000,0.00000,0.00000,42.00000,0.00000,9.00000,0.00000,1.00000,43.00000,0.00000,0.00000,45.00000,17.00000,81.00000
2016_M_extract,0.00000,2.00000,512.00000,0.00000,7.00000,0.00000,0.00000,0.00000,20.00000,20.00000,0.00000,33.00000,0.00000,0.00000,0.00000,26.00000,0.00000,0.00000,729.00000,0.00000,10.00000,0.00000,100.00000,0.00000,0.00000,109.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,110.00000,0.00000,0.00000,0.00000,12.00000,381.00000,96.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,10.00000,0.00000,0.00000,0.00000,0.00000,0.00000,36.00000,0.00000,0.00000,0.00000,0.00000,52.00000,0.00000,36.00000,100.00000,0.00000,0.00000,0.00000,0.00000,10.00000,0.00000,0.00000,86.00000,483.00000,796.00000,0.00000,746.00000,2251.00000,0.00000,0.00000,0.00000,0.00000,0.00000,150.00000,0.00000,8.00000,130.00000,42.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,46.00000,0.00000,0.00000,0.00000,0.00000,25.00000,0.00000,0.00000,0.00000,17.00000,0.00000
2016_M_geno,0.00000,1.00000,271.00000,0.00000,5.00000,0.00000,0.00000,0.00000,17.00000,20.00000,0.00000,24.00000,0.00000,0.00000,0.00000,24.00000,0.00000,0.00000,668.00000,0.00000,2.00000,0.00000,0.00000,0.00000,0.00000,79.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,107.00000,0.00000,0.00000,0.00000,3.00000,369.00000,92.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,9.00000,0.00000,0.00000,0.00000,0.00000,0.00000,36.00000,0.00000,0.00000,0.00000,0.00000,50.00000,0.00000,31.00000,100.00000,0.00000,0.00000,0.00000,0.00000,10.00000,0.00000,0.00000,82.00000,478.00000,457.00000,0.00000,724.00000,2205.00000,0.00000,0.00000,0.00000,0.00000,0.00000,130.00000,0.00000,8.00000,126.00000,42.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,30.00000,0.00000,0.00000,0.00000,0.00000,24.00000,0.00000,0.00000,0.00000,17.00000,0.00000
2016_Tag_Rate,0.00000,0.50000,0.39548,0.00000,>1,0.00000,0.00000,0.00000,0.80952,0.08122,0.00000,0.38095,0.00000,0.00000,0.00000,0.96000,0.00000,0.00000,>1,0.00000,0.08571,0.00000,0.00000,0.00000,0.00000,0.33894,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,>1,0.00000,0.00000,0.00000,0.00000,0.91555,1*,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.75000,0.00000,0.00000,0.00000,0.00000,0.00000,>1,0.00000,0.00000,0.00000,0.00000,0.87719,0.00000,1*,0.00663,0.00000,0.00000,0.00000,0.00000,0.45455,0.00000,0.00000,0.93079,0.90802,0.33552,0.00000,0.72392,0.92818,0.00000,0.00000,0.00000,0.00000,0.00000,>1,0.00000,0.83333,0.74811,0.87818,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.54511,0.00000,0.00000,0.00000,0.00000,0.33782,0.00000,0.00000,0.00000,1.00000,0.00000
2017_F_brood,0.00000,6.00000,470.00000,0.00000,13.00000,0.00000,0.00000,0.00000,6.00000,95.00000,0.00000,27.00000,73.00000,0.00000,0.00000,44.00000,0.00000,0.00000,429.00000,153.00000,5.00000,30.00000,850.00000,0.00000,0.00000,208.00000,0.00000,0.00000,0.00000,0.00000,61.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,133.00000,0.00000,0.00000,5.00000,6.00000,342.00000,35.00000,4.00000,0.00000,213.00000,50.00000,19.00000,677.00000,8.00000,239.00000,0.00000,0.00000,0.00000,0.00000,25.00000,86.00000,73.00000,0.00000,0.00000,65.00000,0.00000,0.00000,1137.00000,0.00000,7.00000,0.00000,18.00000,22.00000,0.00000,0.00000,111.00000,439.00000,913.00000,1.00000,767.00000,2303.00000,5.00000,0.00000,0.00000,18.00000,118.00000,155.00000,40.00000,3.00000,149.00000,56.00000,0.00000,0.00000,44.00000,0.00000,22.00000,0.00000,0.00000,0.00000,35.00000,0.00000,0.00000,0.00000,38.00000,0.00000,10.00000,0.00000,13.00000,47.00000,0.00000,0.00000,34.00000,24.00000,39.00000
2017_F_extract,0.00000,6.00000,469.00000,0.00000,13.00000,0.00000,0.00000,0.00000,22.00000,0.00000,0.00000,27.00000,0.00000,0.00000,0.00000,44.00000,0.00000,0.00000,630.00000,0.00000,5.00000,0.00000,0.00000,0.00000,0.00000,208.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,131.00000,0.00000,0.00000,6.00000,6.00000,0.00000,33.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,8.00000,0.00000,0.00000,0.00000,0.00000,0.00000,43.00000,0.00000,0.00000,0.00000,0.00000,64.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000,0.00000,0.00000,110.00000,433.00000,914.00000,0.00000,756.00000,2186.00000,0.00000,0.00000,0.00000,0.00000,48.00000,155.00000,0.00000,3.00000,131.00000,54.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,13.00000,48.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017_F_geno,0.00000,6.00000,417.00000,0.00000,1.00000,0.00000,0.00000,0.00000,19.00000,0.00000,0.00000,21.00000,0.00000,0.00000,0.00000,39.00000,0.00000,0.00000,440.00000,0.00000,4.00000,0.00000,0.00000,0.00000,0.00000,200.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,126.00000,0.00000,0.00000,4.00000,5.00000,0.00000,31.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,7.00000,0.00000,0.00000,0.00000,0.00000,0.00000,19.00000,0.00000,0.00000,0.00000,0.00000,54.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,22.00000,0.00000,0.00000,106.00000,428.00000,838.00000,0.00000,743.00000,2176.00000,0.00000,0.00000,0.00000,0.00000,48.00000,155.00000,0.00000,3.00000,93.00000,51.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,4.00000,48.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2017_M_brood,0.00000,6.00000,468.00000,0.00000,18.00000,0.00000,0.00000,0.00000,16.00000,96.00000,0.00000,35.00000,73.00000,0.00000,0.00000,44.00000,0.00000,0.00000,420.00000,153.00000,5.00000,24.00000,850.00000,0.00000,0.00000,124.00000,0.00000,0.00000,0.00000,0.00000,61.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,131.00000,0.00000,0.00000,15.00000,11.00000,343.00000,0.00000,5.00000,0.00000,213.00000,51.00000,21.00000,698.00000,12.00000,250.00000,0.00000,0.00000,0.00000,0.00000,22.00000,87.00000,73.00000,0.00000,0.00000,63.00000,0.00000,0.00000,1120.00000,0.00000,7.00000,0.00000,25.00000,15.00000,0.00000,0.00000,115.00000,451.00000,913.00000,1.00000,704.00000,2307.00000,8.00000,0.00000,0.00000,18.00000,148.00000,150.00000,40.00000,5.00000,149.00000,51.00000,0.00000,0.00000,51.00000,0.00000,22.00000,0.00000,0.00000,0.00000,34.00000,0.00000,0.00000,0.00000,39.00000,0.00000,11.00000,0.00000,14.00000,46.00000,0.00000,0.00000,35.00000,24.00000,64.00000
